CODE_DEPARTEMENT;NOM_DEPARTEMENT;;POPULATION;SUPERFICIE;COORDONNEE
54;MEURTHE-ET-MOSELLE;;296;370.0;50.6925849026, 3.1862471849
22;COTES-D'ARMOR;;427;2696.0;50.4716170797, 2.71397374765
54;MEURTHE-ET-MOSELLE;;2474;313.0;50.4362449012, 3.39505352783
29;FINISTERE;;186;1761.0;50.7077278517, 2.1194793118
32;GERS;;245;869.0;50.3976716259, 2.93087868899
64;PYRENEES-ATLANTIQUES;;294;642.0;51.0007377075, 2.21801943841
56;MORBIHAN;;2170;3414.0;50.3000019997, 2.80000000492
15;CANTAL;;345;472.0;50.4456292506, 2.90657506613
67;BAS-RHIN;;186;164.0;50.7245020184, 2.74297000498
22;COTES-D'ARMOR;;865;299.0;51.0168164807, 2.15494711053
56;MORBIHAN;;1396;241.0;50.4091932931, 2.8223510077
24;DORDOGNE;;286;2320.0;50.9461275372, 1.83858277625
34;HERAULT;;459;2179.0;50.5201290417, 2.84589799057
4;ALPES-DE-HAUTE-PROVENCE;;53;1023.0;50.3623346145, 3.53157271339
47;LOT-ET-GARONNE;;108;1232.0;50.704442321, 1.5972139747
2B;HAUTE-CORSE;;156;602.0;50.4751114158, 2.66546717569
21;COTE-D'OR;;449;469.0;50.3295749235, 3.48832621632
69;RHONE;;962;770.0;50.7159086774, 1.59914893467
64;PYRENEES-ATLANTIQUES;;96;757.0;50.9492971888, 1.91492703283
44;LOIRE-ATLANTIQUE;;951;1227.0;50.3623346145, 3.53157271339
85;VENDEE;;440;844.0;50.9300020271, 2.08000000525
80;SOMME;;810;2294.0;50.7247752171, 1.60314375669
49;MAINE-ET-LOIRE;;471;699.0;50.4199986812, 2.76877922004
42;LOIRE;;693;1870.0;50.813702022, 1.78231500535
1;AIN;;3642;780.0;50.433830287, 2.85156991159
68;HAUT-RHIN;;544;884.0;50.4803364442, 2.54411501377
17;CHARENTE-MARITIME;;1260;1377.0;50.3484102303, 3.55404735331
25;DOUBS;;308;400.0;50.5500982982, 3.0292368362
9;ARIEGE;;405;1390.0;50.2823205059, 3.10450858227
70;HAUTE-SAONE;;203;327.0;51.0007377075, 2.21801943841
80;SOMME;;377;459.0;50.9356126629, 2.44406860781
54;MEURTHE-ET-MOSELLE;;75;578.0;50.5617325168, 2.49644045022
34;HERAULT;;4348;318.0;50.4670733323, 1.76607385647
67;BAS-RHIN;;1084;534.0;50.4195455921, 2.94598181547
85;VENDEE;;5172;5654.0;50.515989064, 2.53909821558
32;GERS;;86;489.0;50.4501142586, 2.93290425958
59;NORD;;792;657.0;51.0155312591, 2.28463995091
81;TARN;;2084;11088.0;50.6659146992, 1.8274087331
31;HAUTE-GARONNE;;1839;916.0;50.5716052174, 3.03327139462
32;GERS;;741;2509.0;51.0335071118, 2.25408158446
46;LOT;;1352;1167.0;50.1927010644, 3.25815849097
65;HAUTES-PYRENEES;;687;1181.0;50.9508560605, 1.9198816946
32;GERS;;359;1765.0;50.5302138099, 2.56930750503
48;LOZERE;;95;2409.0;50.767700589, 3.03247634853
11;AUDE;;51869;17494.0;50.6342466592, 3.03997859542
65;HAUTES-PYRENEES;;350;1537.0;50.5198103371, 2.63078140634
82;TARN-ET-GARONNE;;4394;3966.0;50.4500020064, 2.97200000487
30;GARD;;1035;7900.0;50.4200020051, 2.85000000491
34;HERAULT;;2542;3790.0;50.4475925869, 2.82569887287
82;TARN-ET-GARONNE;;421;2103.0;50.5801581406, 3.03286481631
30;GARD;;816;2515.0;50.666803534, 3.22359215949
9;ARIEGE;;641;2005.0;50.3617201931, 3.36103706152
81;TARN;;935;1951.0;50.3623346145, 3.53157271339
81;TARN;;216;1148.0;50.2854127645, 3.31569862639
12;AVEYRON;;561;2315.0;50.6954625697, 2.12204641208
11;AUDE;;3812;5218.0;51.0051488081, 2.36489147559
12;AVEYRON;;2401;10851.0;50.2046021691, 2.75456062806
11;AUDE;;1367;1127.0;50.2651337722, 3.33300291119
9;ARIEGE;;104;1371.0;50.5191423866, 3.115690873
30;GARD;;252;1670.0;50.1965260951, 3.8094299197
81;TARN;;41529;9872.0;50.4385795752, 3.39277039084
32;GERS;;251;980.0;50.3263150009, 2.98102000486
12;AVEYRON;;363;2204.0;50.2981080275, 2.73583376255
82;TARN-ET-GARONNE;;240;2220.0;50.3570305696, 2.46086716758
32;GERS;;1340;2055.0;51.0007377075, 2.21801943841
31;HAUTE-GARONNE;;501;1296.0;51.0036402693, 2.32801522967
65;HAUTES-PYRENEES;;3446;989.0;50.6525048485, 1.80195110309
9;ARIEGE;;525;1290.0;50.5894770937, 1.61634629787
34;HERAULT;;5022;931.0;50.3783293342, 2.01420616362
12;AVEYRON;;8255;11085.0;50.6127422325, 3.03722329293
38;ISERE;;252;2087.0;50.643602015, 3.00807000487
15;CANTAL;;103;1402.0;50.6716888363, 3.08119923988
7;ARDECHE;;1197;1641.0;50.775891382, 3.1236328278
73;SAVOIE;;541;1857.0;50.5219733157, 3.02108019581
74;HAUTE-SAVOIE;;858;3776.0;50.6435568696, 3.11758483403
69;RHONE;;884;1406.0;50.6347719994, 3.07150994404
7;ARDECHE;;432;2104.0;50.2021956507, 3.81495186435
80;SOMME;;720;1023.0;50.1289405988, 3.6877687566
59;NORD;;3347;2243.0;51.0481329407, 2.32598500673
62;PAS-DE-CALAIS;;11213;1229.0;50.7066462197, 2.22223928588
59;NORD;;873;401.0;50.2562567822, 3.93759938512
2;AISNE;;397;1100.0;50.7351772575, 1.67432009723
50;MANCHE;;559;1735.0;50.7380902483, 3.13571178447
61;ORNE;;255;1156.0;50.4932936269, 2.86952150216
50;MANCHE;;2096;3230.0;50.1071863191, 3.81232755042
50;MANCHE;;761;1014.0;50.2971936838, 2.75616635552
61;ORNE;;5049;9068.0;50.5384362363, 2.65733728107
61;ORNE;;5049;9068.0;50.7749020207, 3.07256000486
50;MANCHE;;1155;2003.0;50.9082424086, 1.93439315596
14;CALVADOS;;11562;2271.0;50.5549424352, 2.93833226226
14;CALVADOS;;477;1243.0;50.5549424352, 2.93833226226
67;BAS-RHIN;;919;717.0;50.2638611088, 3.93642902174
55;MEUSE;;92;1255.0;50.9626162264, 1.87825526834
68;HAUT-RHIN;;450;227.0;50.4265397536, 2.74779483974
52;HAUTE-MARNE;;1026;2892.0;50.4118020047, 2.95843000487
52;HAUTE-MARNE;;393;3159.0;50.4118020047, 2.95843000487
68;HAUT-RHIN;;812;2197.0;50.9295229352, 1.79795877048
68;HAUT-RHIN;;295;426.0;50.296752682, 3.79746613064
88;VOSGES;;428;799.0;50.2667629544, 3.95630932461
55;MEUSE;;338;1614.0;50.2708029244, 2.72353762493
88;VOSGES;;554;1672.0;50.7210054261, 1.58259730455
52;HAUTE-MARNE;;109;1777.0;50.3387068898, 4.01493209827
54;MEURTHE-ET-MOSELLE;;246;788.0;50.4037220043, 2.76851000494
8;ARDENNES;;43;1825.0;50.1475199577, 3.07090548495
88;VOSGES;;878;1770.0;50.9278229343, 2.33079901083
68;HAUT-RHIN;;3806;1300.0;51.0007377075, 2.21801943841
68;HAUT-RHIN;;3806;1300.0;50.4504760707, 2.82690960099
52;HAUTE-MARNE;;406;1368.0;50.3997798043, 3.56233333465
55;MEUSE;;679;1841.0;50.7640020202, 3.12800000484
52;HAUTE-MARNE;;179;1238.0;50.8939126211, 2.13725057149
57;MOSELLE;;678;630.0;50.1142080787, 3.2091235674
55;MEUSE;;341;2173.0;50.325776148, 3.24366584725
55;MEUSE;;189;1133.0;50.4033260825, 2.96229547848
54;MEURTHE-ET-MOSELLE;;186;860.0;50.7247752171, 1.60314375669
51;MARNE;;51;1073.0;50.7339232665, 2.57637998753
68;HAUT-RHIN;;5290;4510.0;50.5281019177, 2.64297190202
68;HAUT-RHIN;;375;615.0;50.4866339318, 2.80846084705
52;HAUTE-MARNE;;161;2147.0;50.2742373098, 3.34473638762
88;VOSGES;;48;1046.0;50.6072173693, 2.98439559949
55;MEUSE;;710;2124.0;50.718169124, 3.1271442861
52;HAUTE-MARNE;;159;3767.0;50.1923117077, 3.19591316772
55;MEUSE;;504;2561.0;50.7149585456, 2.27684873948
67;BAS-RHIN;;702;1102.0;50.7059695126, 2.36742363742
67;BAS-RHIN;;2347;1832.0;50.7322218534, 2.21840715322
8;ARDENNES;;2485;743.0;50.0857019902, 3.52604000464
57;MOSELLE;;507;1077.0;50.6400020147, 2.63000000502
62;PAS-DE-CALAIS;;388;970.0;50.4683489585, 2.58810727969
59;NORD;;28435;607.0;51.0007377075, 2.21801943841
62;PAS-DE-CALAIS;;13881;1650.0;51.0267205248, 2.29112118088
97;MARTINIQUE;;531;1655.0;50.5500982982, 3.0292368362
97;MARTINIQUE;;1522;1181.0;50.1844628346, 3.25568940474
97;REUNION;;104646;24051.0;50.5409660971, 1.90028112844
97;REUNION;;32971;11810.0;50.7284758979, 2.32927053664
97;REUNION;;52614;9885.0;50.4683090075, 2.60288136553
77;SEINE-ET-MARNE;;3119;587.0;50.3014956723, 2.73168534118
77;SEINE-ET-MARNE;;804;829.0;51.0289402107, 2.37150105774
77;SEINE-ET-MARNE;;418;1326.0;50.7190020181, 2.31200000514
77;SEINE-ET-MARNE;;2766;917.0;50.5233191993, 2.62856030179
77;SEINE-ET-MARNE;;710;1411.0;51.010144604, 2.34247311249
77;SEINE-ET-MARNE;;1462;1278.0;50.9444890135, 1.80780127246
77;SEINE-ET-MARNE;;404;902.0;27.3628209126, -1.99708664698
27;EURE;;254;506.0;27.7217349669, -1.83513834345
27;EURE;;3652;553.0;27.7092455724, -2.1236311372
14;CALVADOS;;1551;5556.0;27.7074931364, -1.78589602217
61;ORNE;;421;837.0;27.7074931364, -1.78589602217
14;CALVADOS;;1058;3134.0;27.7092455724, -2.1236311372
14;CALVADOS;;1016;739.0;27.7092455724, -2.1236311372
14;CALVADOS;;322;2067.0;27.7092455724, -2.1236311372
14;CALVADOS;;209;249.0;27.7127957134, -2.10658576545
14;CALVADOS;;3920;816.0;46.1575049785, -1.1524754152
77;SEINE-ET-MARNE;;861;2751.0;46.5569444416, 0.313055564898
77;SEINE-ET-MARNE;;442;1014.0;46.8759755683, 0.564779481581
89;YONNE;;1626;1876.0;45.3166974137, -0.150010971006
60;OISE;;1586;1026.0;46.5666999999, 0.300000003436
94;VAL-DE-MARNE;;26419;356.0;45.9478551207, -0.935157718602
94;VAL-DE-MARNE;;41507;541.0;45.8639711174, 0.532556305393
94;VAL-DE-MARNE;;18786;422.0;45.6166999959, 0.100000003073
61;ORNE;;170;991.0;45.8146247069, -0.559612583025
92;HAUTS-DE-SEINE;;61624;956.0;46.6270018123, 0.36400000554
78;YVELINES;;33680;1074.0;45.8833094213, 0.573868397881
28;EURE-ET-LOIR;;141;1380.0;45.1817861753, -0.22750678477
28;EURE-ET-LOIR;;256;1550.0;45.6081519739, 0.10188406345
41;LOIR-ET-CHER;;195;1578.0;45.6307117033, 0.0741955808371
41;LOIR-ET-CHER;;118;1226.0;45.9578310026, -0.962363004734
37;INDRE-ET-LOIRE;;166;2108.0;46.3033017942, 0.996449005275
72;SARTHE;;2235;8738.0;47.0005018331, 0.205530005632
72;SARTHE;;778;986.0;46.1575049785, -1.1524754152
72;SARTHE;;617;1385.0;45.2667000035, 0.166667002351
72;SARTHE;;1514;1014.0;46.4859391398, 0.31220784043
61;ORNE;;2261;847.0;46.5832999984, 0.333333008705
91;ESSONNE;;1611;912.0;45.6949949957, -0.326584073096
45;LOIRET;;966;3386.0;45.8786642597, 0.147603915299
28;EURE-ET-LOIR;;133;1992.0;45.6734505746, 0.173554134484
41;LOIR-ET-CHER;;30;974.0;45.6500017562, 0.150000005542
28;EURE-ET-LOIR;;1728;1378.0;46.6425116014, 0.117392211166
28;EURE-ET-LOIR;;402;1669.0;46.9020018278, 0.576600005482
41;LOIR-ET-CHER;;72;875.0;45.800000004, -0.266666988388
65;HAUTES-PYRENEES;;272;486.0;46.3402017961, 0.25000000556
69;RHONE;;10165;468.0;46.4839570199, 0.299487300951
71;SAONE-ET-LOIRE;;323;1116.0;46.4404540209, 0.42445486641
3;ALLIER;;1129;906.0;45.662896091, 0.191001236696
73;SAVOIE;;393;683.0;46.9023291966, 0.579168289348
31;HAUTE-GARONNE;;2141;1683.0;46.595760944, 0.308493962462
71;SAONE-ET-LOIRE;;43;250.0;45.8500202562, 0.567954117881
64;PYRENEES-ATLANTIQUES;;102;529.0;45.6147378429, 0.104036972541
30;GARD;;220;1213.0;46.8332999967, -0.149999995976
30;GARD;;862;4131.0;45.7223512136, -0.345104109568
81;TARN;;954;1912.0;46.8666999981, -0.59999998981
46;LOT;;219;1505.0;45.6949949957, -0.326584073096
12;AVEYRON;;650;1117.0;48.8608346676, 2.34527757247
30;GARD;;362;1016.0;45.6728999955, -0.308999991275
30;GARD;;1969;3164.0;45.6496872903, 0.105567257372
12;AVEYRON;;1013;5462.0;45.4708321137, -0.152839336484
12;AVEYRON;;704;3665.0;46.7255530865, 0.432318592157
12;AVEYRON;;262;3048.0;46.1282847608, 0.105199028434
32;GERS;;685;5263.0;46.6650381795, -0.0161002868306
81;TARN;;1218;2202.0;45.6733081708, -0.366496528164
31;HAUTE-GARONNE;;221;1369.0;45.6949949957, -0.326584073096
12;AVEYRON;;2742;6953.0;45.1929684671, -0.226559189446
43;HAUTE-LOIRE;;129;1813.0;46.9011018276, 0.233708005613
63;PUY-DE-DOME;;3628;2196.0;46.8877911248, -0.743583419411
26;DROME;;142;4661.0;45.6712929463, -0.314074512995
43;HAUTE-LOIRE;;926;3687.0;46.2795157908, 0.359027482627
63;PUY-DE-DOME;;320;2353.0;46.8083102399, 0.623017984585
1;AIN;;277;1533.0;46.8518028185, -0.46400357772
26;DROME;;96;5245.0;45.640084378, 0.19868938924
1;AIN;;1091;1628.0;46.7448976714, -0.476609489584
7;ARDECHE;;105;1974.0;46.3208501226, -0.465642486721
38;ISERE;;599;1203.0;46.6670903964, 0.403761107914
63;PUY-DE-DOME;;1767;3882.0;46.2241415591, 0.647484244785
38;ISERE;;956;5652.0;46.8162204907, 0.539739742115
42;LOIRE;;1744;3164.0;45.662896091, 0.191001236696
63;PUY-DE-DOME;;475;3354.0;45.6350181753, 0.347184063259
69;RHONE;;1837;3357.0;45.6643729871, 0.239051694162
11;AUDE;;1072;4054.0;46.5700018091, 0.370000005534
30;GARD;;146709;16119.0;46.5797559287, 0.349671688986
34;HERAULT;;454;3021.0;45.7577787624, -0.273005994287
12;AVEYRON;;403;2941.0;45.7232907606, 0.581241005385
9;ARIEGE;;3386;864.0;46.1533579002, -1.19600700247
12;AVEYRON;;501;2566.0;45.6834303929, 0.22320354281
81;TARN;;749;2745.0;45.6627027566, -0.966270994025
34;HERAULT;;1529;1610.0;45.9330478873, -0.956276845032
31;HAUTE-GARONNE;;504;847.0;46.2277675271, -0.881288120085
12;AVEYRON;;329;1907.0;45.6932905676, -0.333902572251
31;HAUTE-GARONNE;;73;419.0;45.6760655347, -0.398285870293
48;LOZERE;;200;1923.0;45.6129417956, -0.306946392716
81;TARN;;299;4599.0;45.6949949957, -0.326584073096
65;HAUTES-PYRENEES;;115;918.0;46.5797559287, 0.349671688986
12;AVEYRON;;331;1532.0;45.6702675081, -0.14910570452
46;LOT;;75;795.0;45.6949949957, -0.326584073096
32;GERS;;146;1333.0;45.617451171, -0.219374193492
30;GARD;;254;1635.0;45.6949949957, -0.326584073096
34;HERAULT;;5586;1967.0;45.6815314289, -0.171971163609
12;AVEYRON;;270;1710.0;45.6962991689, -0.135978268479
9;ARIEGE;;157;5866.0;45.6966813424, -0.136199154339
30;GARD;;114;3123.0;45.6815314289, -0.171971163609
34;HERAULT;;2576;3857.0;45.9060297713, 0.981345005249
48;LOZERE;;102;2229.0;46.1073954391, -0.752160472726
30;GARD;;1807;3572.0;45.9879416788, -0.395551000072
30;GARD;;4890;1579.0;45.797158318, -0.0541012897236
12;AVEYRON;;232;3142.0;46.8182877117, -0.132923342047
32;GERS;;165;1266.0;45.961501774, -0.961819994001
32;GERS;;938;2012.0;46.4854730592, -0.405056272909
65;HAUTES-PYRENEES;;114;474.0;46.8759755683, 0.564779481581
32;GERS;;156;1465.0;45.6503302226, -0.252408511875
32;GERS;;194;1029.0;46.9408482409, -0.315311481589
34;HERAULT;;1447;937.0;46.7583758264, -0.348930131624
46;LOT;;181;789.0;46.2143057625, -0.132800573666
46;LOT;;462;1864.0;46.3157258172, 0.237591550174
81;TARN;;3239;8205.0;41.9167000003, 8.73333000714
48;LOZERE;;245;3363.0;42.4832999972, 9.38333000216
31;HAUTE-GARONNE;;24492;5837.0;42.0100759178, 9.32453052666
48;LOZERE;;336;2883.0;41.6821447015, 8.95166790971
66;PYRENEES-ORIENTALES;;326;1887.0;42.166683182, 8.79912857023
81;TARN;;2675;4184.0;42.5280015661, 9.44700000228
81;TARN;;540;1773.0;48.799997148, 2.49787840102
11;AUDE;;157;1737.0;48.9375683555, 2.59443641113
46;LOT;;306;1257.0;48.8630445748, 2.34655659216
12;AVEYRON;;1058;4087.0;48.7749999967, 2.51667001113
46;LOT;;42;670.0;48.7833000027, 2.40000001124
12;AVEYRON;;207;2292.0;48.7877209934, 2.41813362431
81;TARN;;284;779.0;48.7893014984, 2.41829809102
30;GARD;;4822;2655.0;48.9222105863, 2.24756179092
48;LOZERE;;165;2914.0;48.9474761563, 2.2590653581
32;GERS;;151;1513.0;48.911540328, 2.32655156229
97;GUADELOUPE;;7521;5954.0;48.9059019337, 2.22178000502
97;MARTINIQUE;;3736;1777.0;48.912101934, 2.43356000495
49;MAINE-ET-LOIRE;;1774;1611.0;48.799997148, 2.49787840102
21;COTE-D'OR;;99;498.0;48.9538064422, 2.51028200431
16;CHARENTE;;190;1447.0;48.8832999738, 2.43332999933
31;HAUTE-GARONNE;;139;543.0;48.7920423406, 2.38628049831
39;JURA;;90;881.0;48.8583988793, 2.34783786333
25;DOUBS;;576;480.0;48.8736298828, 2.33083341669
36;INDRE;;680;4767.0;48.8583988793, 2.34783786333
62;PAS-DE-CALAIS;;131;466.0;48.8583988793, 2.34783786333
63;PUY-DE-DOME;;436;1599.0;48.8654242914, 2.41477074661
82;TARN-ET-GARONNE;;123;931.0;48.8314500089, 2.26367370381
9;ARIEGE;;753;777.0;48.8193619294, 2.46994000493
62;PAS-DE-CALAIS;;782;596.0;48.8968019332, 2.30280000499
55;MEUSE;;2224;1840.0;48.8583988793, 2.34783786333
31;HAUTE-GARONNE;;228;769.0;48.8509019309, 2.22176000502
69;RHONE;;719;651.0;48.8583988793, 2.34783786333
11;AUDE;;166;285.0;48.9070198322, 2.32641616249
21;COTE-D'OR;;299;1387.0;48.8062620776, 2.4408439935
5;HAUTES-ALPES;;824;4249.0;48.8864969553, 2.20122035106
65;HAUTES-PYRENEES;;546;436.0;48.8864969553, 2.20122035106
52;HAUTE-MARNE;;123;814.0;48.8792467153, 2.18123629986
25;DOUBS;;324;727.0;48.6990544589, 2.19375324865
29;FINISTERE;;708;1786.0;44.8300205792, -0.534568902541
88;VOSGES;;152;931.0;47.327682893, -2.15480479376
76;SEINE-MARITIME;;128;304.0;49.6343184713, -1.62251930562
14;CALVADOS;;226;338.0;46.8789631151, 1.84564020341
61;ORNE;;265;265.0;48.6379155795, 4.94338601952
37;INDRE-ET-LOIRE;;4022;652.0;48.1366018957, 7.47066000315
65;HAUTES-PYRENEES;;441;578.0;47.0297134019, 2.65278436039
80;SOMME;;85;448.0;43.5142684078, 4.9475593859
33;GIRONDE;;3653;1899.0;45.7778613623, 3.16735847839
7;ARDECHE;;54;876.0;46.7329148598, 2.46591564538
39;JURA;;147;412.0;47.4889796841, 2.43870615193
24;DORDOGNE;;378;1683.0;48.5996794447, 1.67965691486
49;MAINE-ET-LOIRE;;1851;3720.0;47.100000001, 2.35000000183
65;HAUTES-PYRENEES;;213;978.0;47.2332999972, 1.98333000275
19;CORREZE;;88;2168.0;46.9901923917, 2.11332995603
5;HAUTES-ALPES;;151;59.0;47.0931002206, 2.38373988687
49;MAINE-ET-LOIRE;;346;1352.0;48.5925261639, 1.38549630916
64;PYRENEES-ATLANTIQUES;;215;757.0;48.6112199612, 1.67768118501
49;MAINE-ET-LOIRE;;3242;5295.0;48.311321824, 0.98979114962
1;AIN;;3424;1247.0;48.192328243, 1.57871384449
9;ARIEGE;;36;276.0;48.4678351424, 1.43011079157
6;ALPES-MARITIMES;;327;1801.0;48.5796488362, 1.5956390604
39;JURA;;167;1467.0;48.6166999971, 1.68333000678
64;PYRENEES-ATLANTIQUES;;852;598.0;48.4290210306, 1.45731684382
39;JURA;;669;259.0;48.4288753472, 1.45827847314
55;MEUSE;;72;601.0;48.458501911, 1.48916000526
62;PAS-DE-CALAIS;;1763;998.0;48.4534542494, 1.49001951793
26;DROME;;3251;1017.0;48.4333290833, 1.51232731155
64;PYRENEES-ATLANTIQUES;;6513;1312.0;48.7340221465, 1.36631394637
64;PYRENEES-ATLANTIQUES;;1060;652.0;48.7471097203, 1.36737433823
33;GIRONDE;;353;1363.0;48.5931019179, 1.6845000052
40;LANDES;;335;8275.0;48.4624232896, 1.774183303
16;CHARENTE;;2177;4309.0;48.5819211074, 1.24176703332
16;CHARENTE;;1452;6847.0;48.4822757262, 1.01462249187
24;DORDOGNE;;1690;3811.0;48.2802019019, 1.69690000517
23;CREUSE;;575;3880.0;48.4791625313, 1.56271848619
47;LOT-ET-GARONNE;;293;2143.0;48.7340221465, 1.36631394637
19;CORREZE;;9791;5103.0;48.0891457224, 1.35510694709
23;CREUSE;;989;1663.0;48.5833063432, 1.56369324636
23;CREUSE;;212;2382.0;48.7210916542, 1.36789464408
23;CREUSE;;767;4809.0;48.3397541104, 1.77226484016
64;PYRENEES-ATLANTIQUES;;1200;24881.0;46.9825018325, 1.6141200051
40;LANDES;;1160;1149.0;46.6452195543, 1.43252412011
86;VIENNE;;1747;3486.0;46.8065115286, 1.72745755039
87;HAUTE-VIENNE;;728;4376.0;46.6335413871, 1.06396855042
33;GIRONDE;;2643;12878.0;46.8930057517, 1.398841982
24;DORDOGNE;;724;2641.0;46.8259588027, 1.70032775342
47;LOT-ET-GARONNE;;296;2332.0;46.6335413871, 1.06396855042
86;VIENNE;;164;2061.0;46.5924123198, 1.59968126514
49;MAINE-ET-LOIRE;;1286;269.0;46.6255530168, 1.4913724447
76;SEINE-MARITIME;;290;315.0;46.8047018227, 1.74167000504
33;GIRONDE;;233;739.0;46.9818863235, 1.77763116605
4;ALPES-DE-HAUTE-PROVENCE;;89;954.0;46.7994390114, 1.72895238001
76;SEINE-MARITIME;;457;1108.0;46.4418567125, 1.39125433677
38;ISERE;;529;756.0;49.9622880448, 0.577796988876
39;JURA;;77;432.0;47.5367080785, 0.891056651362
55;MEUSE;;393;1854.0;47.5881426923, 0.324013207434
61;ORNE;;253;271.0;46.976982361, 0.688439217642
38;ISERE;;426;676.0;47.3435383565, 0.669421154297
39;JURA;;409;1162.0;47.3847018543, 0.739656005459
32;GERS;;156;972.0;47.2832257674, 1.21886559069
17;CHARENTE-MARITIME;;1079;258.0;47.600801866, 0.920504005408
59;NORD;;712;712.0;47.354626665, 0.666559276768
67;BAS-RHIN;;112;275.0;47.0272406299, 0.321262418828
57;MOSELLE;;1441;992.0;47.3497387512, 0.648684823121
2A;CORSE-DU-SUD;;185;1587.0;47.3740144672, 0.695382247167
43;HAUTE-LOIRE;;22;395.0;47.1386450477, 0.988145565925
73;SAVOIE;;507;658.0;47.4444383258, 0.990765148094
57;MOSELLE;;1498;1084.0;47.1186553254, 0.191029254581
2B;HAUTE-CORSE;;70;108.0;47.343054759, 0.717036425189
64;PYRENEES-ATLANTIQUES;;118;653.0;47.3738958868, 0.704167064244
63;PUY-DE-DOME;;334;586.0;47.399648046, 0.748962000595
8;ARDENNES;;87;761.0;47.2836593972, 0.738669197038
11;AUDE;;1394;677.0;47.4301652419, 0.696582562688
9;ARIEGE;;44;495.0;47.3263688316, 0.992298060044
49;MAINE-ET-LOIRE;;124;228.0;48.2957868267, 2.20116280405
4;ALPES-DE-HAUTE-PROVENCE;;123;2317.0;47.8649162873, 2.21911100322
49;MAINE-ET-LOIRE;;551;978.0;48.0430018898, 2.6350000048
61;ORNE;;112;505.0;47.8125000004, 1.95083333827
58;NIEVRE;;129;1455.0;47.9148816547, 1.8702240022
39;JURA;;390;671.0;47.7832999958, 2.71667000415
86;VIENNE;;211;925.0;47.7000000294, 2.7166618731
14;CALVADOS;;377;1136.0;47.8648079412, 1.75802663937
59;NORD;;539;179.0;48.1166999984, 2.25000000458
57;MOSELLE;;1986;900.0;48.0916142922, 2.79118189889
85;VENDEE;;2007;1181.0;47.9253138415, 1.99194427334
15;CANTAL;;185;2032.0;48.041179367, 3.05929060691
65;HAUTES-PYRENEES;;117;772.0;47.7645214595, 1.6934113013
14;CALVADOS;;2436;261.0;47.9080493042, 2.12986630641
38;ISERE;;996;560.0;47.9166999957, 1.86667000175
11;AUDE;;44;791.0;47.700000001, 2.63333000345
8;ARDENNES;;1619;830.0;47.9514716484, 1.84284029216
4;ALPES-DE-HAUTE-PROVENCE;;521;3311.0;47.630001868, 2.67000000476
9;ARIEGE;;25;526.0;48.2332952705, 2.04999799063
13;BOUCHES-DU-RHONE;;4319;2768.0;48.1836626307, 2.24633485278
13;BOUCHES-DU-RHONE;;7560;2618.0;47.6441521034, 2.73269503593
54;MEURTHE-ET-MOSELLE;;97;801.0;48.1843912797, 2.24675041485
85;VENDEE;;2804;1956.0;48.0655658762, 2.76662126932
42;LOIRE;;748;1145.0;47.8328800331, 1.96822483581
76;SEINE-MARITIME;;320;506.0;48.2412076971, 2.33489904261
65;HAUTES-PYRENEES;;226;451.0;48.2979641227, 2.39511624067
47;LOT-ET-GARONNE;;243;1453.0;47.9667000012, 1.96667000208
39;JURA;;50;168.0;47.9037073602, 1.8944372967
1;AIN;;212;780.0;48.0033869375, 2.77127327662
50;MANCHE;;83;363.0;47.8247150805, 1.93588335939
58;NIEVRE;;103;1099.0;47.7671961152, 1.60988055731
86;VIENNE;;681;2471.0;47.6999979054, 2.63332999175
17;CHARENTE-MARITIME;;306;627.0;47.6380554787, 2.75856090795
31;HAUTE-GARONNE;;129;229.0;48.1713944909, 2.25387045608
80;SOMME;;184;626.0;47.9175641368, 1.94695081922
6;ALPES-MARITIMES;;765;6790.0;48.0833000034, 1.88333000769
32;GERS;;222;1891.0;47.9775089423, 1.85460221469
23;CREUSE;;1528;3395.0;47.8691697331, 1.92296867245
68;HAUT-RHIN;;1364;2627.0;48.1871819349, 2.23955168072
2B;HAUTE-CORSE;;26;658.0;47.9973805267, 2.73968483862
2B;HAUTE-CORSE;;59;1701.0;47.8299185784, 1.93703580504
56;MORBIHAN;;5098;6737.0;47.9166999966, 1.90000000752
14;CALVADOS;;754;1228.0;47.8840617432, 1.77246905025
79;DEUX-SEVRES;;812;2936.0;47.9391553842, 1.93428240505
22;COTES-D'ARMOR;;290;365.0;48.2963492996, 2.40526081762
67;BAS-RHIN;;627;264.0;48.1612936705, 2.05157403597
35;ILLE-ET-VILAINE;;498;246.0;48.1617921251, 2.0494880996
29;FINISTERE;;3551;2469.0;47.7660433064, 2.36853613767
85;VENDEE;;1486;1920.0;47.973869463, 2.77578565112
21;COTE-D'OR;;149;315.0;47.7439133135, 1.93219438887
49;MAINE-ET-LOIRE;;12929;1226.0;47.7782790135, 1.62775525841
1;AIN;;532;2065.0;48.1840244386, 2.24914439668
32;GERS;;148;872.0;47.8805020793, 2.11460041613
65;HAUTES-PYRENEES;;70;112.0;47.8955945099, 1.82484524603
68;HAUT-RHIN;;291;860.0;47.3517457858, 1.73969870606
2A;CORSE-DU-SUD;;111;2543.0;47.8057498508, 1.07584118478
55;MEUSE;;89;887.0;47.5897222309, 1.33083934691
